trade_id,window,day,signal_timestamp,signal_timestamp_seconds,entry_timestamp,entry_timestamp_seconds,exit_timestamp,exit_timestamp_seconds,direction,side,position,notional,entry_price,exit_price,prediction,gross_return,gross_pnl,entry_cost,exit_cost,transaction_cost,net_return,net_pnl
W3-D82-T00015,W3,82,04:14:58,15298,04:14:58,15298,04:19:58,15598,1,LONG,1.0,1.0,100.40565911224355,100.38386750704038,1.8610145323300292e-05,-0.00021703562723307535,-0.00021703562723307535,0.0005,0.0005,0.001,-0.0012170356272330754,-0.0012170356272330754
W3-D82-T00016,W3,82,04:19:58,15598,04:19:58,15598,04:24:58,15898,1,LONG,1.0,1.0,100.38386750704038,100.34866568325064,1.8610145323300292e-05,-0.0003506721215663644,-0.0003506721215663644,0.0005,0.0005,0.001,-0.0013506721215663644,-0.0013506721215663644
W3-D82-T00017,W3,82,04:24:58,15898,04:24:58,15898,04:29:58,16198,1,LONG,1.0,1.0,100.34866568325064,100.39446157972375,1.8610145323300292e-05,0.00045636776693847025,0.00045636776693847025,0.0005,0.0005,0.001,-0.0005436322330615298,-0.0005436322330615298
W3-D82-T00018,W3,82,04:29:58,16198,04:29:58,16198,04:34:58,16498,1,LONG,1.0,1.0,100.39446157972375,100.40899490411697,1.8610145323300292e-05,0.00014476221262138544,0.00014476221262138544,0.0005,0.0005,0.001,-0.0008552377873786146,-0.0008552377873786146
W3-D82-T00019,W3,82,04:34:58,16498,04:34:58,16498,04:39:58,16798,1,LONG,1.0,1.0,100.40899490411697,100.42242188547677,1.8610145323300292e-05,0.0001337228937767776,0.0001337228937767776,0.0005,0.0005,0.001,-0.0008662771062232224,-0.0008662771062232224
W3-D82-T00020,W3,82,04:39:58,16798,04:39:58,16798,04:44:58,17098,1,LONG,1.0,1.0,100.42242188547677,100.44086093603327,1.8610145323300292e-05,0.00018361487614337868,0.00018361487614337868,0.0005,0.0005,0.001,-0.0008163851238566213,-0.0008163851238566213
W3-D82-T00021,W3,82,04:44:58,17098,04:44:58,17098,04:49:58,17398,1,LONG,1.0,1.0,100.44086093603327,100.40733538956688,1.8610145323300292e-05,-0.0003337839416543975,-0.0003337839416543975,0.0005,0.0005,0.001,-0.0013337839416543975,-0.0013337839416543975
W3-D82-T00022,W3,82,04:49:58,17398,04:49:58,17398,04:54:58,17698,1,LONG,1.0,1.0,100.40733538956688,100.43080327209336,1.8610145323300292e-05,0.00023372677340183223,0.00023372677340183223,0.0005,0.0005,0.001,-0.0007662732265981678,-0.0007662732265981678
W3-D82-T00023,W3,82,04:54:58,17698,04:54:58,17698,04:59:58,17998,1,LONG,1.0,1.0,100.43080327209336,100.45427115461985,4.447935755571287e-06,0.000233672157962328,0.000233672157962328,0.0005,0.0005,0.001,-0.000766327842037672,-0.000766327842037672
W3-D82-T00024,W3,82,04:59:58,17998,04:59:58,17998,05:04:58,18298,1,LONG,1.0,1.0,100.45427115461985,100.45594743194316,4.447935755571287e-06,1.668696914580714e-05,1.668696914580714e-05,0.0005,0.0005,0.001,-0.0009833130308541929,-0.0009833130308541929
W3-D82-T00025,W3,82,05:04:58,18298,05:04:58,18298,05:09:58,18598,1,LONG,1.0,1.0,100.45594743194316,100.49450181037952,1.8610145323300292e-05,0.00038379388599651953,0.00038379388599651953,0.0005,0.0005,0.001,-0.0006162061140034805,-0.0006162061140034805
W3-D82-T00026,W3,82,05:09:58,18598,05:09:58,18598,05:14:58,18898,1,LONG,1.0,1.0,100.49450181037952,100.46965938044792,1.8610145323300292e-05,-0.00024720188153648515,-0.00024720188153648515,0.0005,0.0005,0.001,-0.0012472018815364852,-0.0012472018815364852
W3-D82-T00027,W3,82,05:14:58,18898,05:14:58,18898,05:19:58,19198,1,LONG,1.0,1.0,100.46965938044792,100.42912699477004,1.8610145323300292e-05,-0.0004034291141009616,-0.0004034291141009616,0.0005,0.0005,0.001,-0.0014034291141009616,-0.0014034291141009616
W3-D82-T00028,W3,82,05:19:58,19198,05:19:58,19198,05:24:58,19498,1,LONG,1.0,1.0,100.42912699477004,100.43080327209336,1.8610145323300292e-05,1.669114701563501e-05,1.669114701563501e-05,0.0005,0.0005,0.001,-0.000983308852984365,-0.000983308852984365
W3-D82-T00029,W3,82,05:24:58,19498,05:24:58,19498,05:29:58,19798,1,LONG,1.0,1.0,100.43080327209336,100.36375217916054,1.8610145323300292e-05,-0.0006676347370353497,-0.0006676347370353497,0.0005,0.0005,0.001,-0.0016676347370353497,-0.0016676347370353497
W3-D82-T00030,W3,82,05:29:58,19798,05:29:58,19798,05:34:58,20098,1,LONG,1.0,1.0,100.36375217916054,100.35034196057396,1.8610145323300292e-05,-0.00013361615419327233,-0.00013361615419327233,0.0005,0.0005,0.001,-0.0011336161541932724,-0.0011336161541932724
W3-D82-T00031,W3,82,05:34:58,20098,05:34:58,20098,05:39:58,20398,1,LONG,1.0,1.0,100.35034196057396,100.36879777390372,9.763150013809603e-06,0.0001839138060637513,0.0001839138060637513,0.0005,0.0005,0.001,-0.0008160861939362487,-0.0008160861939362487
W3-D82-T00032,W3,82,05:39:58,20398,05:39:58,20398,05:44:58,20698,1,LONG,1.0,1.0,100.36879777390372,100.35703030709402,3.720256617261238e-06,-0.00011724228117393487,-0.00011724228117393487,0.0005,0.0005,0.001,-0.0011172422811739349,-0.0011172422811739349
W3-D82-T00033,W3,82,05:44:58,20698,05:44:58,20698,05:49:58,20998,1,LONG,1.0,1.0,100.35703030709402,100.33020986992088,3.720256617261238e-06,-0.0002672502074948513,-0.0002672502074948513,0.0005,0.0005,0.001,-0.0012672502074948513,-0.0012672502074948513
W3-D82-T00034,W3,82,05:49:58,20998,05:49:58,20998,05:54:58,21298,1,LONG,1.0,1.0,100.33020986992088,100.3470732197935,3.720256617261238e-06,0.00016807848697308891,0.00016807848697308891,0.0005,0.0005,0.001,-0.0008319215130269111,-0.0008319215130269111
W3-D82-T00035,W3,82,05:54:58,21298,05:54:58,21298,05:59:58,21598,1,LONG,1.0,1.0,100.3470732197935,100.26988064905458,3.720256617261238e-06,-0.0007692558264239535,-0.0007692558264239535,0.0005,0.0005,0.001,-0.0017692558264239535,-0.0017692558264239535
W3-D82-T00036,W3,82,05:59:58,21598,05:59:58,21598,06:04:58,21898,1,LONG,1.0,1.0,100.26988064905458,100.21959232935498,7.610586454517908e-06,-0.0005015296654796719,-0.0005015296654796719,0.0005,0.0005,0.001,-0.001501529665479672,-0.001501529665479672
W3-D82-T00037,W3,82,06:04:58,21898,06:04:58,21898,06:09:58,22198,1,LONG,1.0,1.0,100.21959232935498,100.23132627061824,3.720256617261238e-06,0.00011708230886320337,0.00011708230886320337,0.0005,0.0005,0.001,-0.0008829176911367967,-0.0008829176911367967
W3-D82-T00038,W3,82,06:09:58,22198,06:09:58,22198,06:14:58,22498,1,LONG,1.0,1.0,100.23132627061824,100.21623977470834,3.720256617261238e-06,-0.0001505167742584801,-0.0001505167742584801,0.0005,0.0005,0.001,-0.0011505167742584801,-0.0011505167742584801
W3-D82-T00039,W3,82,06:14:58,22498,06:14:58,22498,06:19:58,22798,1,LONG,1.0,1.0,100.21623977470834,100.2128872200617,5.271306240969037e-05,-3.3453207326283874e-05,-3.3453207326283874e-05,0.0005,0.0005,0.001,-0.001033453207326284,-0.001033453207326284
W3-D82-T00040,W3,82,06:19:58,22798,06:19:58,22798,06:24:58,23098,1,LONG,1.0,1.0,100.2128872200617,100.2045058334451,5.271306240969037e-05,-8.36358162019657e-05,-8.36358162019657e-05,0.0005,0.0005,0.001,-0.0010836358162019657,-0.0010836358162019657
W3-D83-T00000,W3,83,02:59:58,10798,02:59:58,10798,03:04:58,11098,-1,SHORT,-1.0,1.0,100.59766578056151,100.70281490113253,-1.0509137509405925e-05,-0.0010452441391670675,-0.0010452441391670675,0.0005,0.0005,0.001,-0.0020452441391670675,-0.0020452441391670675
W3-D83-T00001,W3,83,03:04:58,11098,03:04:58,11098,03:09:58,11398,-1,SHORT,-1.0,1.0,100.70281490113253,100.61723899348166,-1.3962016176365468e-05,0.0008497866493094586,0.0008497866493094586,0.0005,0.0005,0.001,-0.00015021335069054145,-0.00015021335069054145
W3-D83-T00002,W3,83,03:09:58,11398,03:09:58,11398,03:14:58,11698,1,LONG,1.0,1.0,100.61723899348166,100.5953898255708,5.450981126488043e-06,-0.00021715133638555706,-0.00021715133638555706,0.0005,0.0005,0.001,-0.001217151336385557,-0.001217151336385557
W3-D83-T00003,W3,83,03:14:58,11698,03:14:58,11698,03:19:58,11998,-1,SHORT,-1.0,1.0,100.5953898255708,100.4315210662394,-3.834812769591656e-05,0.0016289887599775232,0.0016289887599775232,0.0005,0.0005,0.001,0.0006289887599775232,0.0006289887599775232
W3-D83-T00004,W3,83,03:19:58,11998,03:19:58,11998,03:24:58,12298,1,LONG,1.0,1.0,100.4315210662394,100.33797021230107,0.0001533321644441961,-0.0009314889682555672,-0.0009314889682555672,0.0005,0.0005,0.001,-0.0019314889682555672,-0.0019314889682555672
W3-D83-T00005,W3,83,03:24:58,12298,03:24:58,12298,03:29:58,12598,1,LONG,1.0,1.0,100.33797021230107,100.2950001820764,2.54888135459917e-05,-0.0004282529348935693,-0.0004282529348935693,0.0005,0.0005,0.001,-0.0014282529348935693,-0.0014282529348935693
W3-D83-T00006,W3,83,03:29:58,12598,03:29:58,12598,03:34:58,12898,1,LONG,1.0,1.0,100.2950001820764,100.35322821455884,0.0007277355782183889,0.0005805676492023348,0.0005805676492023348,0.0005,0.0005,0.001,-0.0004194323507976652,-0.0004194323507976652
W3-D83-T00007,W3,83,03:34:58,12898,03:34:58,12898,03:39:58,13198,1,LONG,1.0,1.0,100.35322821455884,100.32773751866284,0.00021534957752333627,-0.00025400972494371565,-0.00025400972494371565,0.0005,0.0005,0.001,-0.0012540097249437157,-0.0012540097249437157
W3-D83-T00008,W3,83,03:39:58,13198,03:39:58,13198,03:44:58,13498,1,LONG,1.0,1.0,100.32773751866284,100.42059648228395,0.00010523584903962247,0.0009255562411525364,0.0009255562411525364,0.0005,0.0005,0.001,-7.444375884746359e-05,-7.444375884746359e-05
W3-D83-T00009,W3,83,03:44:58,13498,03:44:58,13498,03:49:58,13798,1,LONG,1.0,1.0,100.42059648228395,100.60631440952623,4.6846394566040246e-05,0.0018494007578917504,0.0018494007578917504,0.0005,0.0005,0.001,0.0008494007578917504,0.0008494007578917504
W3-D83-T00010,W3,83,03:49:58,13798,03:49:58,13798,03:54:58,14098,1,LONG,1.0,1.0,100.60631440952623,100.62998434142963,5.114760332886654e-05,0.00023527282598823085,0.00023527282598823085,0.0005,0.0005,0.001,-0.0007647271740117692,-0.0007647271740117692
W3-D83-T00011,W3,83,03:54:58,14098,03:54:58,14098,03:59:58,14398,1,LONG,1.0,1.0,100.62998434142963,100.63908816139252,4.285128423181755e-05,9.04682637334897e-05,9.04682637334897e-05,0.0005,0.0005,0.001,-0.0009095317362665103,-0.0009095317362665103
W3-D83-T00012,W3,83,03:59:58,14398,03:59:58,14398,04:04:58,14698,1,LONG,1.0,1.0,100.63908816139252,100.69006955318451,3.0440492444386036e-05,0.0005065764478136003,0.0005065764478136003,0.0005,0.0005,0.001,-0.0004934235521863997,-0.0004934235521863997
W3-D83-T00013,W3,83,04:04:58,14698,04:04:58,14698,04:09:58,14998,1,LONG,1.0,1.0,100.69006955318451,100.8146826408361,3.0440492444386036e-05,0.0012375906403139236,0.0012375906403139236,0.0005,0.0005,0.001,0.0002375906403139236,0.0002375906403139236
W3-D83-T00014,W3,83,04:09:58,14998,04:09:58,14998,04:14:58,15298,1,LONG,1.0,1.0,100.8146826408361,100.84665525654565,1.685572063682224e-05,0.0003171424525876265,0.0003171424525876265,0.0005,0.0005,0.001,-0.0006828575474123735,-0.0006828575474123735
W3-D83-T00015,W3,83,04:14:58,15298,04:14:58,15298,04:19:58,15598,-1,SHORT,-1.0,1.0,100.84665525654565,100.97775026401078,-3.4324951047647494e-06,-0.0012999440301875165,-0.0012999440301875165,0.0005,0.0005,0.001,-0.0022999440301875165,-0.0022999440301875165
W3-D83-T00016,W3,83,04:19:58,15598,04:19:58,15598,04:24:58,15898,1,LONG,1.0,1.0,100.97775026401078,101.05604311569134,9.551620773222011e-05,0.0007753475540488441,0.0007753475540488441,0.0005,0.0005,0.001,-0.00022465244595115588,-0.00022465244595115588
W3-D83-T00017,W3,83,04:24:58,15898,04:24:58,15898,04:29:58,16198,1,LONG,1.0,1.0,101.05604311569134,101.0141655438622,8.690504016455664e-05,-0.00041439948109966984,-0.00041439948109966984,0.0005,0.0005,0.001,-0.0014143994810996699,-0.0014143994810996699
W3-D83-T00018,W3,83,04:29:58,16198,04:29:58,16198,04:34:58,16498,1,LONG,1.0,1.0,101.0141655438622,101.1106660354685,9.363039630732387e-05,0.000955316426035191,0.000955316426035191,0.0005,0.0005,0.001,-4.468357396480906e-05,-4.468357396480906e-05
W3-D83-T00019,W3,83,04:34:58,16498,04:34:58,16498,04:39:58,16798,1,LONG,1.0,1.0,101.1106660354685,100.98140999963584,3.6060734422715734e-05,-0.0012783620254990247,-0.0012783620254990247,0.0005,0.0005,0.001,-0.0022783620254990247,-0.0022783620254990247
W3-D83-T00020,W3,83,04:39:58,16798,04:39:58,16798,04:44:58,17098,1,LONG,1.0,1.0,100.98140999963584,101.02326936382508,0.00013084837334334073,0.00041452544769771116,0.00041452544769771116,0.0005,0.0005,0.001,-0.0005854745523022889,-0.0005854745523022889
W3-D83-T00021,W3,83,04:44:58,17098,04:44:58,17098,04:49:58,17398,1,LONG,1.0,1.0,101.02326936382508,100.95408033210737,2.5115779657954123e-05,-0.0006848821281811857,-0.0006848821281811857,0.0005,0.0005,0.001,-0.0016848821281811857,-0.0016848821281811857
W3-D83-T00022,W3,83,04:49:58,17398,04:49:58,17398,04:54:58,17698,-1,SHORT,-1.0,1.0,100.95408033210737,100.97775026401078,-4.747658656853599e-05,-0.0002344623597734241,-0.0002344623597734241,0.0005,0.0005,0.001,-0.0012344623597734241,-0.0012344623597734241
W3-D83-T00023,W3,83,04:54:58,17698,04:54:58,17698,04:59:58,17998,-1,SHORT,-1.0,1.0,100.97775026401078,101.05786387968392,-4.747658656853599e-05,-0.0007933788925151841,-0.0007933788925151841,0.0005,0.0005,0.001,-0.0017933788925151841,-0.0017933788925151841
W3-D83-T00024,W3,83,04:59:58,17998,04:59:58,17998,05:04:58,18298,-1,SHORT,-1.0,1.0,101.05786387968392,101.04876005972106,-3.670837397337648e-05,9.00852206187075e-05,9.00852206187075e-05,0.0005,0.0005,0.001,-0.0009099147793812925,-0.0009099147793812925
W3-D83-T00025,W3,83,05:04:58,18298,05:04:58,18298,05:09:58,18598,-1,SHORT,-1.0,1.0,101.04876005972106,101.07607151960964,-5.931447335784801e-05,-0.00027028001009066216,-0.00027028001009066216,0.0005,0.0005,0.001,-0.0012702800100906622,-0.0012702800100906622
W3-D83-T00026,W3,83,05:09:58,18598,05:09:58,18598,05:14:58,18898,-1,SHORT,-1.0,1.0,101.07607151960964,100.96864644404792,-3.464318044834807e-05,0.0010628141156127091,0.0010628141156127091,0.0005,0.0005,0.001,6.281411561270909e-05,6.281411561270909e-05
W3-D83-T00027,W3,83,05:14:58,18898,05:14:58,18898,05:19:58,19198,1,LONG,1.0,1.0,100.96864644404792,100.93405192818908,8.067319259139722e-06,-0.0003426263209145297,-0.0003426263209145297,0.0005,0.0005,0.001,-0.0013426263209145297,-0.0013426263209145297
W3-D83-T00028,W3,83,05:19:58,19198,05:19:58,19198,05:24:58,19498,1,LONG,1.0,1.0,100.93405192818908,101.00324095990678,8.067319259139722e-06,0.0006854875078921019,0.0006854875078921019,0.0005,0.0005,0.001,-0.00031451249210789813,-0.00031451249210789813
W3-D83-T00029,W3,83,05:24:58,19498,05:24:58,19498,05:29:58,19798,1,LONG,1.0,1.0,101.00324095990678,100.96864644404792,8.067319259139722e-06,-0.0003425089683269933,-0.0003425089683269933,0.0005,0.0005,0.001,-0.0013425089683269933,-0.0013425089683269933
W3-D83-T00030,W3,83,05:29:58,19798,05:29:58,19798,05:34:58,20098,1,LONG,1.0,1.0,100.96864644404792,100.92492990058628,8.067319259139722e-06,-0.00043297147185061835,-0.00043297147185061835,0.0005,0.0005,0.001,-0.0014329714718506184,-0.0014329714718506184
W3-D83-T00031,W3,83,05:34:58,20098,05:34:58,20098,05:39:58,20398,-1,SHORT,-1.0,1.0,100.92492990058628,101.01234477986962,-7.796760503509545e-07,-0.0008661376269416543,-0.0008661376269416543,0.0005,0.0005,0.001,-0.0018661376269416543,-0.0018661376269416543
W3-D83-T00032,W3,83,05:39:58,20398,05:39:58,20398,05:44:58,20698,-1,SHORT,-1.0,1.0,101.01234477986962,100.96136338807764,-1.977167092737092e-05,0.0005047045675761197,0.0005047045675761197,0.0005,0.0005,0.001,-0.0004952954324238803,-0.0004952954324238803
W3-D83-T00033,W3,83,05:44:58,20698,05:44:58,20698,05:49:58,20998,-1,SHORT,-1.0,1.0,100.96136338807764,100.99959943192164,-1.977167092737092e-05,-0.00037871956717761,-0.00037871956717761,0.0005,0.0005,0.001,-0.00137871956717761,-0.00137871956717761
W3-D83-T00034,W3,83,05:49:58,20998,05:49:58,20998,05:54:58,21298,-1,SHORT,-1.0,1.0,100.99959943192164,100.96682568005536,-6.165382586303122e-05,0.00032449387968480625,0.00032449387968480625,0.0005,0.0005,0.001,-0.0006755061203151938,-0.0006755061203151938
W3-D83-T00035,W3,83,05:54:58,21298,05:54:58,21298,05:59:58,21598,-1,SHORT,-1.0,1.0,100.96682568005536,100.9886748479662,-6.165382586303122e-05,-0.0002163994734276642,-0.0002163994734276642,0.0005,0.0005,0.001,-0.0012163994734276642,-0.0012163994734276642
W3-D83-T00036,W3,83,05:59:58,21598,05:59:58,21598,06:04:58,21898,-1,SHORT,-1.0,1.0,100.9886748479662,100.9959579039365,-2.9812850674009853e-05,-7.211755160940747e-05,-7.211755160940747e-05,0.0005,0.0005,0.001,-0.0010721175516094075,-0.0010721175516094075
W3-D83-T00037,W3,83,06:04:58,21898,06:04:58,21898,06:09:58,22198,-1,SHORT,-1.0,1.0,100.9959579039365,100.92119733440153,-2.9812850674009853e-05,0.0007402332834556269,0.0007402332834556269,0.0005,0.0005,0.001,-0.00025976671654437313,-0.00025976671654437313
W3-D83-T00038,W3,83,06:09:58,22198,06:09:58,22198,06:14:58,22498,-1,SHORT,-1.0,1.0,100.92119733440153,100.89217435635992,-3.865984598350051e-05,0.00028758059563482874,0.00028758059563482874,0.0005,0.0005,0.001,-0.0007124194043651713,-0.0007124194043651713
W3-D83-T00039,W3,83,06:14:58,22498,06:14:58,22498,06:19:58,22798,-1,SHORT,-1.0,1.0,100.89217435635992,101.0396562397582,-2.2186308564418927e-05,-0.0014617772323686218,-0.0014617772323686218,0.0005,0.0005,0.001,-0.002461777232368622,-0.002461777232368622
W3-D83-T00040,W3,83,06:19:58,22798,06:19:58,22798,06:24:58,23098,-1,SHORT,-1.0,1.0,101.0396562397582,100.94315574815192,-1.5166967340618149e-05,0.0009550754149172391,0.0009550754149172391,0.0005,0.0005,0.001,-4.492458508276089e-05,-4.492458508276089e-05
W3-D84-T00000,W3,84,02:59:58,10798,02:59:58,10798,03:04:58,11098,1,LONG,1.0,1.0,99.28091456497076,99.23190505279692,0.00017361075778108824,-0.0004936448499551771,-0.0004936448499551771,0.0005,0.0005,0.001,-0.0014936448499551771,-0.0014936448499551771
W3-D84-T00001,W3,84,03:04:58,11098,03:04:58,11098,03:09:58,11398,1,LONG,1.0,1.0,99.23190505279692,99.13779561916397,0.00021798574324480833,-0.000948378785864068,-0.000948378785864068,0.0005,0.0005,0.001,-0.001948378785864068,-0.001948378785864068
W3-D84-T00002,W3,84,03:09:58,11398,03:09:58,11398,03:14:58,11698,1,LONG,1.0,1.0,99.13779561916397,98.98071384937604,0.0001452518455243157,-0.0015844791464937336,-0.0015844791464937336,0.0005,0.0005,0.001,-0.0025844791464937336,-0.0025844791464937336
W3-D84-T00003,W3,84,03:14:58,11698,03:14:58,11698,03:19:58,11998,1,LONG,1.0,1.0,98.98071384937604,99.07147220525351,0.0003909712025011399,0.0009169296961788476,0.0009169296961788476,0.0005,0.0005,0.001,-8.307030382115246e-05,-8.307030382115246e-05
W3-D84-T00004,W3,84,03:19:58,11998,03:19:58,11998,03:24:58,12298,1,LONG,1.0,1.0,99.07147220525351,99.17619338511214,0.00017410379646188488,0.0010570265842186899,0.0010570265842186899,0.0005,0.0005,0.001,5.702658421868987e-05,5.702658421868987e-05
W3-D84-T00005,W3,84,03:24:58,12298,03:24:58,12298,03:29:58,12598,1,LONG,1.0,1.0,99.17619338511214,99.186665503098,0.00018861000668492141,0.0001055910458791498,0.0001055910458791498,0.0005,0.0005,0.001,-0.0008944089541208502,-0.0008944089541208502
W3-D84-T00006,W3,84,03:29:58,12598,03:29:58,12598,03:34:58,12898,1,LONG,1.0,1.0,99.186665503098,99.00514879134305,0.00011722631144496595,-0.0018300515581832766,-0.0018300515581832766,0.0005,0.0005,0.001,-0.0028300515581832766,-0.0028300515581832766
W3-D84-T00007,W3,84,03:34:58,12898,03:34:58,12898,03:39:58,13198,1,LONG,1.0,1.0,99.00514879134305,98.98245920237368,0.00016081886836867196,-0.00022917584839132754,-0.00022917584839132754,0.0005,0.0005,0.001,-0.0012291758483913276,-0.0012291758483913276
W3-D84-T00008,W3,84,03:39:58,13198,03:39:58,13198,03:44:58,13498,1,LONG,1.0,1.0,98.98245920237368,98.91089972947027,0.00019620643470299684,-0.0007229510509240145,-0.0007229510509240145,0.0005,0.0005,0.001,-0.0017229510509240145,-0.0017229510509240145
W3-D84-T00009,W3,84,03:44:58,13498,03:44:58,13498,03:49:58,13798,1,LONG,1.0,1.0,98.91089972947027,98.91439043546558,0.00033792737928366363,3.529141889169196e-05,3.529141889169196e-05,0.0005,0.0005,0.001,-0.0009647085811083081,-0.0009647085811083081
W3-D84-T00010,W3,84,03:49:58,13798,03:49:58,13798,03:54:58,14098,1,LONG,1.0,1.0,98.91439043546558,98.85853913954097,0.0003652967631221538,-0.0005646427752193928,-0.0005646427752193928,0.0005,0.0005,0.001,-0.0015646427752193928,-0.0015646427752193928
W3-D84-T00011,W3,84,03:54:58,14098,03:54:58,14098,03:59:58,14398,1,LONG,1.0,1.0,98.85853913954097,98.87948337551268,0.0003384992135666725,0.00021186066630174416,0.00021186066630174416,0.0005,0.0005,0.001,-0.0007881393336982559,-0.0007881393336982559
W3-D84-T00012,W3,84,03:59:58,14398,03:59:58,14398,04:04:58,14698,1,LONG,1.0,1.0,98.87948337551268,99.04529191028884,0.00024280784112783914,0.0016768750110320862,0.0016768750110320862,0.0005,0.0005,0.001,0.0006768750110320862,0.0006768750110320862
W3-D84-T00013,W3,84,04:04:58,14698,04:04:58,14698,04:09:58,14998,-1,SHORT,-1.0,1.0,99.04529191028884,99.01736626232656,-1.0566210264657553e-05,0.00028194826249361427,0.00028194826249361427,0.0005,0.0005,0.001,-0.0007180517375063858,-0.0007180517375063858
W3-D84-T00014,W3,84,04:09:58,14998,04:09:58,14998,04:14:58,15298,1,LONG,1.0,1.0,99.01736626232656,99.16746662012392,0.00023334228424014275,0.0015158993160826473,0.0015158993160826473,0.0005,0.0005,0.001,0.0005158993160826473,0.0005158993160826473
W3-D84-T00015,W3,84,04:14:58,15298,04:14:58,15298,04:19:58,15598,1,LONG,1.0,1.0,99.16746662012392,99.1360677196963,0.00017025375751309038,-0.000316625013200067,-0.000316625013200067,0.0005,0.0005,0.001,-0.001316625013200067,-0.001316625013200067
W3-D84-T00016,W3,84,04:19:58,15598,04:19:58,15598,04:24:58,15898,-1,SHORT,-1.0,1.0,99.1360677196963,99.2669517409896,-0.0002784350573112286,-0.0013202462464354525,-0.0013202462464354525,0.0005,0.0005,0.001,-0.0023202462464354525,-0.0023202462464354525
W3-D84-T00017,W3,84,04:24:58,15898,04:24:58,15898,04:29:58,16198,-1,SHORT,-1.0,1.0,99.2669517409896,99.40830788026878,-0.0002265704125347781,-0.0014240000000000919,-0.0014240000000000919,0.0005,0.0005,0.001,-0.002424000000000092,-0.002424000000000092
W3-D84-T00018,W3,84,04:29:58,16198,04:29:58,16198,04:34:58,16498,1,LONG,1.0,1.0,99.40830788026878,99.4677830526224,9.220469813100547e-05,0.0005982917687850087,0.0005982917687850087,0.0005,0.0005,0.001,-0.00040170823121499135,-0.00040170823121499135
W3-D84-T00019,W3,84,04:34:58,16498,04:34:58,16498,04:39:58,16798,-1,SHORT,-1.0,1.0,99.4677830526224,99.45721267126277,-0.00039554638346995206,0.00010626939733882068,0.00010626939733882068,0.0005,0.0005,0.001,-0.0008937306026611793,-0.0008937306026611793
W3-D84-T00020,W3,84,04:39:58,16798,04:39:58,16798,04:44:58,17098,-1,SHORT,-1.0,1.0,99.45721267126277,99.53924426215202,-1.7227347900877038e-05,-0.000824792779588579,-0.000824792779588579,0.0005,0.0005,0.001,-0.001824792779588579,-0.001824792779588579
W3-D84-T00021,W3,84,04:44:58,17098,04:44:58,17098,04:49:58,17398,-1,SHORT,-1.0,1.0,99.53924426215202,99.57760712104024,-0.00019783869785198533,-0.0003854043615920677,-0.0003854043615920677,0.0005,0.0005,0.001,-0.0013854043615920677,-0.0013854043615920677
W3-D84-T00022,W3,84,04:49:58,17398,04:49:58,17398,04:54:58,17698,-1,SHORT,-1.0,1.0,99.57760712104024,99.54446286761498,-2.8790520669443033e-05,0.00033284846245573707,0.00033284846245573707,0.0005,0.0005,0.001,-0.000667151537544263,-0.000667151537544263
W3-D84-T00023,W3,84,04:54:58,17698,04:54:58,17698,04:59:58,17998,1,LONG,1.0,1.0,99.54446286761498,99.58111528056548,0.00030848369839419325,0.00036820142371207787,0.00036820142371207787,0.0005,0.0005,0.001,-0.0006317985762879222,-0.0006317985762879222
W3-D84-T00024,W3,84,04:59:58,17998,04:59:58,17998,05:04:58,18298,1,LONG,1.0,1.0,99.58111528056548,99.56540710358672,0.00023964903217264615,-0.0001577425291382495,-0.0001577425291382495,0.0005,0.0005,0.001,-0.0011577425291382495,-0.0011577425291382495
W3-D84-T00025,W3,84,05:04:58,18298,05:04:58,18298,05:09:58,18598,1,LONG,1.0,1.0,99.56540710358672,99.57064316257964,0.00015911158231542432,5.258913858985359e-05,5.258913858985359e-05,0.0005,0.0005,0.001,-0.0009474108614101464,-0.0009474108614101464
W3-D84-T00026,W3,84,05:09:58,18598,05:09:58,18598,05:14:58,18898,1,LONG,1.0,1.0,99.57064316257964,99.56888035605202,0.00019359919912252487,-1.7704078949742907e-05,-1.7704078949742907e-05,0.0005,0.0005,0.001,-0.001017704078949743,-0.001017704078949743
W3-D84-T00027,W3,84,05:14:58,18898,05:14:58,18898,05:19:58,19198,1,LONG,1.0,1.0,99.56888035605202,99.56540710358672,0.00012749417165224946,-3.488291173781022e-05,-3.488291173781022e-05,0.0005,0.0005,0.001,-0.0010348829117378102,-0.0010348829117378102
W3-D84-T00028,W3,84,05:19:58,19198,05:19:58,19198,05:24:58,19498,1,LONG,1.0,1.0,99.56540710358672,99.55668033859848,0.00017421513176539642,-8.764856431675572e-05,-8.764856431675572e-05,0.0005,0.0005,0.001,-0.0010876485643167557,-0.0010876485643167557
W3-D84-T00029,W3,84,05:24:58,19498,05:24:58,19498,05:29:58,19798,1,LONG,1.0,1.0,99.55668033859848,99.5325071995811,0.0002059101352087741,-0.00024280780491237053,-0.00024280780491237053,0.0005,0.0005,0.001,-0.0012428078049123705,-0.0012428078049123705
W3-D84-T00030,W3,84,05:29:58,19798,05:29:58,19798,05:34:58,20098,1,LONG,1.0,1.0,99.5325071995811,99.48164761322975,0.00016126443640974753,-0.0005109846801042428,-0.0005109846801042428,0.0005,0.0005,0.001,-0.0015109846801042428,-0.0015109846801042428
